,Accessibility_Support,CreationDate,EditDate,GlobalID,Instructions,OBJECTID,Outside_FID,Same_Day_Results,State,Wheelchair_Accessible,agency,agencytype,agencyurl,appt_only,bulk_upload,call_first,comments,county,data_source,drive_through,end_date,facility_type,facilityid,filter,fine_print,fulladdr,health_dept_url,minimum_age_vaccine,municipality,name,numvehicles,offers_vaccine,operhours,phone,public_form,red_flag,referral_required,services_offered_onsite,start_date,status,take_home_test,test_processing,testcapacity,type_of_test,vaccine_url,vehicle_required,virtual_screening,vol_note
95,Unknown,2020-04-17T14:05:53.774Z,2021-01-18T03:41:24.210Z,621e563b-ad91-4e3c-a9cb-bd0e0fb6cad1,Remain in vehicle,4391.0,,,KY,Unknown,Dept of Veterans Affairs,VA,https://www.louisville.va.gov/,Yes,,,VETERANS ONLY.,Jefferson,https://www.facebook.com/pg/VALouisville/posts/,Yes,1970-01-01T00:00:00Z,Medical Center,,,,"800 Zorn Avenue, Louisville, KY 40206-1433",https://louisvilleky.gov/government/health-wellness,,Louisville,Robley Rex VA Medical Center,,Yes,24/7,502-287-4000,no,no,Yes,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,50,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,,
96,Unknown,2020-04-17T20:52:26.107Z,2021-01-13T02:47:01.644Z,1dfa2cdb-7a1c-4553-a71d-c9ab897fab67,Appointment only testing site. Must call 269‐337‐6577 for an appointment AFTER approval by clinician prescreen. Hours of testing: 9am‐2:30 pm,4413.0,,,MI,Unknown,,,https://www.kalcounty.com/hcs/,Yes,,Yes,,Kalamazoo,,No,1970-01-01T00:00:00Z,Clinic,,,,"311 East Alcott Kalamazoo, MI 49001",https://www.kalcounty.com/hcs/,,Kalamazoo,Kalamazoo County Health and Community Services Department,,Yes,Hours of testing: 9am‐2:30 pm,269‐337‐6577,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.kalcounty.com/hcs/covid19vaccine.php,,Available,
97,Unknown,2020-04-18T13:19:51.034Z,2021-01-18T03:41:24.210Z,35720687-959c-4c39-bee5-bd0025dbbfe2,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection.",4431.0,,,CA,Unknown,Dept of Veterans Affairs,VA,https://www.va.gov/directory/guide/facility.asp?id=532,Yes,,Yes,"Veterans with symptoms such as fever, cough, or shortness of breath should immediately contact their local VA facility. VA urges Veterans to contact VA before visiting – you can find contact information for your closest VA facility. Alternatively, Veterans can sign into My HealtheVet to send secure messages to their VA providers or use telehealth options to explain their condition and receive a prompt diagnosis.",Shasta,,No,1970-01-01T00:00:00Z,Clinic,,,,"351 Hartnell Avenue, Redding, CA 96002",https://www.cdph.ca.gov/,,Redding,Redding Outpatient Clinic,,Yes,Saturday Closed Sunday Closed Monday	7:30AM–4:30PM Tuesday	7:30AM–4:30PM Wednesday	7:30AM–4:30PM Thursday	7:30AM–4:30PM Friday 7:30AM–4:30PM,(530) 226-7555,no,no,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
98,Unknown,2020-04-18T13:50:57.698Z,2021-01-18T03:41:24.210Z,46ebebde-0661-4281-b774-43fdc61ad834,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection.",4433.0,,,CA,Unknown,,VA,https://www.va.gov/directory/guide/facility.asp?ID=6092,Yes,,Yes,"Veterans with symptoms such as fever, cough, or shortness of breath should immediately contact their local VA facility. VA urges Veterans to contact VA before visiting – you can find contact information for your closest VA facility. Alternatively, Veterans can sign into My HealtheVet to send secure messages to their VA providers or use telehealth options to explain their condition and receive a prompt diagnosis.",Madera,,No,1970-01-01T00:00:00Z,Clinic,,,,"40597 Westlake Drive, Oakhurst, CA 93644",https://www.cdph.ca.gov/,,Madera,Oakhurst Community-Based Outpatient Clinic,,Yes,"Monday-Friday, 7:30 am - 4:00 pm, excluding holidays",(559) 683-5300,no,no,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
99,Unknown,2020-04-18T18:04:11.137Z,2021-02-06T00:59:17.012Z,8b7c9040-b830-4e7e-b8a9-1d53005ebb2d,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4436.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Brooks,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,500 East Courtland,https://southhealthdistrict.com/county-health-departments/brooks-county-health-department/,,Quitman,Brooks County Health Department,,Yes,Monday & Tuesday 8 a.m. – 5 p.m.,229-263-7585,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/brooks-county-health-department-covid-vaccine,,No,
100,Unknown,2020-04-18T18:17:18.343Z,2021-02-06T01:13:26.161Z,60b4ed8f-b621-409b-96d0-49c070dbe2b6,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4437.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Cook,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,204 North Parrish Avenue,https://southhealthdistrict.com/county-health-departments/cook-county-health-department/,,Adel,Cook County Health Department,,Yes,6 Days a Week. Monday - Friday 8:30 a.m. to 5:00 p.m. Saturday 9AM - Noon,229-896-3030,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/cook-county-health-department-covid-vaccine,,No,
101,Unknown,2020-04-18T20:55:57.550Z,2021-01-18T03:41:24.210Z,600fa9ff-bf85-4a2a-9226-f40a3f998f0a,"Veterans with symptoms such as fever, cough, or shortness of breath should immediately contact their local VA facility. VA urges Veterans to contact VA before visiting – you can find contact information for your closest VA facility. Alternatively, Veterans can sign into My HealtheVet to send secure messages to their VA providers or use telehealth options to explain their condition and receive a prompt diagnosis.",4464.0,,,CA,Unknown,,VA,https://www.va.gov/directory/guide/facility.asp?ID=5120,Yes,,Yes,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. If you qualify, call ahead to make an appointment. The VA does not take walk-ins for screening at this time. https://www.publichealth.va.gov/n-coronavirus/",San Luis Obispo,,No,1970-01-01T00:00:00Z,Clinic,,,,"1288 Morro Street, Ste.200, San Luis Obispo, CA 93401",https://www.slocounty.ca.gov/Departments/Health-Agency/Public-Health/Contact-Us.aspx,,San Luis Obispo,San Luis Obispo Community Based Outpatient Clinic,,Yes,Monday - Friday 8:00 am - 4:30 pm (Closed on the first Wednesday of each month),(805) 543-1233,no,,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
102,Unknown,2020-04-18T21:02:06.890Z,2021-01-18T03:41:24.210Z,14425aa6-04a4-4c49-ade7-595ad9e5475f,https://www.publichealth.va.gov/n-coronavirus/,4467.0,,,CA,Unknown,,VA,https://www.va.gov/directory/guide/facility.asp?ID=5120,Yes,,Yes,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. If you qualify, call ahead to make an appointment. The VA does not take walk-ins for screening at this time.",San Luis Obispo,,No,1970-01-01T00:00:00Z,Clinic,,,,"1288 Morro Street, Ste.200, San Luis Obispo, CA 93401",https://www.slocounty.ca.gov/Departments/Health-Agency/Public-Health/Contact-Us.aspx,,San Luis Obispo,San Luis Obispo Community Based Outpatient Clinic,,Yes,Monday - Friday 8:00 am - 4:30 pm (Closed on the first Wednesday of each month),(805) 543-1233,no,,Yes,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
103,Unknown,2020-04-18T21:43:31.986Z,2021-01-18T03:41:24.210Z,a5887c16-2249-4eb7-a571-833288c402e3,https://www.publichealth.va.gov/n-coronavirus/,4490.0,,,CA,Unknown,,VA,https://www.va.gov/directory/guide/facility.asp?id=5590,Yes,,Yes,"The VA is screening veterans and staff who present with symptoms of fever, cough, and shortness of breath who meet the CDC criteria for evaluation of COVID-19 infection. If you qualify, call ahead to make an appointment. The VA does not take walk-ins for screening at this time.",Santa Barbara,,No,1970-01-01T00:00:00Z,Clinic,,,,"1550 East Main Street, Santa Maria, CA 93454",https://www.cdph.ca.gov/,,Santa Barbara,Santa Maria Community Based Outpatient Clinic,,Yes,Monday - Friday 8:00 am - 4:30 pm,(805) 354-6000,no,,Yes,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
104,Unknown,2020-04-19T15:53:38.007Z,2021-02-06T01:54:11.250Z,0702f2c0-4629-483b-9e8d-06603d10923a,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4552.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Tift,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,305 East 12th Street,https://southhealthdistrict.com/county-health-departments/tift-county-health-department/,,Tifton,Tift County Health Department,,Yes,6 Days a Week. Monday - Friday 8:30 a.m. to 5:00 p.m. Saturday 9AM - Noon,229-386-8373,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,,,No,
105,Unknown,2020-04-19T21:00:58.558Z,2021-02-06T01:04:48.453Z,fde59f8e-6ba9-403c-a1f2-37a777b2d6c8,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4577.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Berrien,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,600A Jefferson Street,https://southhealthdistrict.com/county-health-departments/berrien-county-health-department/,,Nashville,Berrien County Health Department,,Yes,Wednesday & Thursday 8 a.m. – 5 p.m.,229-686-5411,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,,,No,
106,Unknown,2020-04-19T21:23:47.149Z,2021-02-06T01:54:11.250Z,0e2024d2-461e-4b23-8a4f-ba2a31f1fe8a,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4580.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Turner,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,745 Hudson Avenue,https://southhealthdistrict.com/county-health-departments/turner-county-health-department/,,Ashburn,Turner County Health Department,,Yes,6 Days a Week. Monday - Friday 8:30 a.m. to 5:00 p.m. Saturday 9AM - Noon,229-238-9595,no,,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/turner-county-health-department-covid-vaccine,,No,
107,Unknown,2020-04-20T12:17:36.051Z,2021-02-06T01:35:58.514Z,a588d722-18c2-474c-88c6-66a7fe02d400,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4624.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Lanier,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,53 West Murrell Street,https://southhealthdistrict.com/county-health-departments/lanier-county-health-department/,,Lakeland,Lanier County Health Department,,Yes,Monday & Tuesday 8 a.m. – 5 p.m.,229-482-3294,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/lanier-county-health-department-covid-vaccine,,No,
108,Unknown,2020-04-20T21:26:11.721Z,2021-01-29T22:22:12.843Z,54a32aa4-9759-4fa5-a12a-b00ff06c3935,Tri-State Memorial Hospital & Medical Campus made a collective decision to test anyone who meets screening criteria for COVID-19.,4655.0,,,WA,Unknown,,,http://tristatehospital.org,Yes,,Yes,"Tri-State COVID-19 Hotline: Call 509.769.2215, Monday - Sunday from 8:00 am - 5:00 pm. Our RN's that staff the Tri-State Hotline are here to answer the community members questions or concerns regarding COVID-19",Asotin,http://tristatehospital.org/news/tri-states-covid-19-response-updates,No,1970-01-01T00:00:00Z,Hospital,,,,"1221 Highland Ave Clarkston, WA 99403",https://www.doh.wa.gov/Emergencies/Coronavirus,,Clarkston,Tri-State Memorial Hospital & Medical,,Yes,Mon - Fri 8:00 am - 5:00 pm,509.769.2215,no,no,,screening and testing,1970-01-01T00:00:00Z,Open,No,,,,https://tristatehospital.org,,,
109,Unknown,2020-04-21T20:50:44.873Z,2021-02-06T01:04:48.453Z,bbf58109-e76f-4e42-be31-6f13c9c0f955,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4740.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Ben Hill,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,251 Appomattox Road,https://southhealthdistrict.com/county-health-departments/ben-hill-county/,,Fitzgerald,Ben Hill County Health Department,,Yes,6 Days a Week. Monday - Friday 8:30 a.m. to 5:00 p.m. Saturday 9AM - Noon,229-426-5288,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/ben-hill-county-health-department-covid-vaccine,,No,
110,Unknown,2020-04-21T20:57:14.607Z,2021-02-06T01:35:58.514Z,d2becc76-5f9d-4baf-afbf-2645212cf19a,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4744.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Irwin,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,407 West Fourth Street,https://southhealthdistrict.com/county-health-departments/irwin-county-health-department/,,Ocilla,Irwin County Health Department,,Yes,Tuesday & Wednesday 8 a.m. – 5 p.m.,229-238-9540,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/irwin-county-health-department-covid-vaccine,,No,
111,Unknown,2020-04-21T21:01:59.789Z,2021-02-06T01:18:53.022Z,1ce2dfa5-836c-4e4d-96d6-7d2731d94916,"Beginning this week all 10 of South Health District's counties will be providing COVID-19 testing. Five of our counties (Ben Hill, Cook, Lowndes, Tift and Turner) are offering testing 6 days a week Monday-Saturday.Our other five counties will be offering testing two days each week. Remember an appointment is required for testing. Call your local health department to schedule an appointment.",4747.0,,,GA,Unknown,,State,https://www.facebook.com/southhealthdistrict/photos/a.228214163861138/3521851947830660/?type=3&theater,Yes,,Yes,,Echols,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,149 Highway 94 East,https://southhealthdistrict.com/county-health-departments/echols-county-health-department/,,Statenville,Echols County Health Department,,Yes,Wednesday -Thursday 8 a.m. – 5 p.m.,229-559-5103,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://dph.georgia.gov/locations/echols-county-health-department-covid-vaccine,,No,
112,Unknown,2020-04-22T01:47:23.236Z,2021-01-21T16:43:44.688Z,e80f39cd-d29e-4d1e-9505-8bee0016fb7f,Patients must receive a provider order and schedule an appointment with centralized scheduling to be eligible for a drive-through test.,4776.0,,NA,OH,Unknown,,Private,https://www.firelands.com,Yes,,Yes,"Call or go to the website to make a vaccination appointment.  You must meet the current eligibility criteria for an appointment. 
*Appointments will only be taken once vaccine has been received by the pharmacy to assure vaccine supply.",Erie,https://www.firelands.com/blog/what-you-need-to-know-about-the-coronavirus,Yes,1970-01-01T00:00:00Z,Hospital,,,,"1111 Hayes Ave. Sandusky, Ohio 44870",http://eriecohealthohio.org/,,Sandusky,Firelands Regional Medical Center,,Yes,,419-557-7400,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,point-of-care,,antibody,https://booknow.appointment-plus.com/ct9ql7z8/,,Available,
113,Unknown,2020-04-22T22:04:41.982Z,2021-02-06T01:21:07.628Z,401b17ef-f1d0-49fc-8f10-89c5efce194e,"Testing at this location requires a doctor's order. Your doctor must first fill out the Georgia Department of Health referral form: https://dhpexternal.dph.ga.gov/spoc.html followed by the ""SPOC Screening Form"": https://sendss.state.ga.us/sendss/ncovspoc.assess

Based upon the CDC criteria for symptoms and exposure, it will be determined if you are in need of testing. If you are referred for testing, you will be given an ID number and directed to the nearest testing location.",4822.0,,,GA,Unknown,,,https://www.vitadox.com/practice/atlanta-ga-30336/coronavirus-testing-atlanta-ga-at-aviation-cultural-center/c9VT6rwZqSBhqoWiutFW65,Yes,,Yes,"https://dhpexternal.dph.ga.gov/spoc.html

https://sendss.state.ga.us/sendss/ncovspoc.assess",Fulton,https://dph.georgia.gov/locations/aviation-cultural-center,No,1970-01-01T00:00:00Z,Non-medical Facility,,,,"3900 Aviation Circle NW Atlanta, GA 30336",https://dph.georgia.gov/covid-19-daily-status-report,,Atlanta,Aviation Cultural Center,,Yes,Sunday:   Closed Monday - Friday:   08:30 a.m. - 05:00 p.m. Saturday:   09:00 a.m. - 12:00 p.m.,(844) 442-2681,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,,,,https://dph.georgia.gov/locations/fulton-county-board-health-covid-vaccine-site-1,,,
114,Unknown,2020-04-24T03:36:45.590Z,2021-01-08T00:26:01.078Z,e6f36a78-50b0-4b94-bc38-fccf144b282f,,4913.0,,Yes,NY,Unknown,Statcare,Private,https://www.statcarewalkin.com,Yes,,Yes,"To find out about vaccine eligibility and register for an appointment, visit <a href=""https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid"" target=""_blank"">https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid</a>.",Kings,https://www.statcarewalkin.com/covid-19-testing-in-new-york-coronavirus-cost-test-available-nyc-clinic/,No,1970-01-01T00:00:00Z,Outdoor,,,,"341 Eastern Parkway, Brooklyn, NY 11216",https://health.ny.gov/,,Brooklyn,Statcare COVID-19 Testing Tents - Brooklyn,,Yes,"M - F 9 am - 5 pm, SaSu 9 am - 2 pm",917-310-3371,no,no,No,testing only,1970-01-01T00:00:00Z,Open,No,more than one,,all three,https://www1.nyc.gov/site/doh/covid/covid-19-vaccine-locations.page,No,No,
115,Unknown,2020-04-24T03:59:47.997Z,2021-01-08T01:09:43.756Z,04b24ceb-11e8-4806-9c3b-4d04bd76672b,"To find out about vaccine eligibility and register for an appointment, visit <a href=""https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid"" target=""_blank"">https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid</a>.",4915.0,,Yes,NY,Unknown,Statcare,Private,https://www.statcarewalkin.com,Yes,,Yes,Tent location outside of Urgent & Walk-in Medical Care center.,Queens,"https://www.statcarewalkin.com/covid-19-testing-in-new-york-coronavirus-cost-test-available-nyc-clinic/, https://www1.nyc.gov/site/doh/covid/covid-19-vaccine-locations.page",No,1970-01-01T00:00:00Z,Outdoor,,,,"37-15 23rd Ave, Astoria, NY 11105",https://health.ny.gov/,,Astoria,Statcare COVID-19 Testing Tents - Astoria,,Yes,"M - F 9 am - 5 pm, SaSu 9 am - 2 pm",917-310-3371,no,no,No,testing only,1970-01-01T00:00:00Z,Open,No,more than one,,all three,https://www1.nyc.gov/site/doh/covid/covid-19-vaccine-locations.page,No,No,
116,Unknown,2020-04-24T04:05:49.832Z,2021-01-08T01:16:16.681Z,30e338e7-ee90-42c2-ae48-a66c52a02b4e,"To learn more about COVID-19 vaccination eligibility and register for an appointment, visit <a href=""https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid"" target=""_blank"">https://m.signupgenius.com/#!/showSignUp/10c0d44a5ac2ea4fac43-covid</a>.",4916.0,,Yes,NY,Unknown,Statcare,Private,https://www.statcarewalkin.com,Yes,,Yes,Tent location outside of Urgent & Walk-in Medical Care center.,Queens,"https://www.statcarewalkin.com/covid-19-testing-in-new-york-coronavirus-cost-test-available-nyc-clinic/, https://www1.nyc.gov/site/doh/covid/covid-19-vaccine-locations.page",No,1970-01-01T00:00:00Z,Outdoor,,,,"80-10 Northern Blvd, Jackson Heights, NY 11372",https://health.ny.gov/,,Jackson Heights,Statcare COVID-19 Testing Tents - Jackson Heights,,Yes,"M - F 9 am - 5 pm, SaSu 9 am - 2 pm",917-310-3371,no,no,No,testing only,1970-01-01T00:00:00Z,Open,No,more than one,,all three,https://www1.nyc.gov/site/doh/covid/covid-19-vaccine-locations.page,No,No,
117,Unknown,2020-04-25T20:42:19.840Z,2021-02-06T01:11:21.340Z,64d7c419-4e86-404e-b3d6-025f486ebf6f,"These sites are by referral or appointment only, and Georgians should contact their medical provider, local public health officials, or other contacts listed for information.",5020.0,,,GA,Unknown,DPH,State,https://www.sehdph.org/covid-19/where-and-when-can-i-receive-free-covid-19-testing/,Yes,,Yes,"In order to be tested at your local health department during the day and time indicated below, you will need to schedule a FREE COVID-19 testing appointment by visiting covid19.dph.ga.gov. If you need assistance in scheduling your testing appointment, please call 1-855-473-4374. Without an appointment, you will not be able to be tested at the sites below unless otherwise indicated.",Coffee,State of Georgia,No,1970-01-01T00:00:00Z,Medical Center,,,,"1101 Ocilla Rd, Douglas, Georgia 31533",https://www.sehdph.org/covid-19/where-and-when-can-i-receive-free-covid-19-testing/,,Douglas,Coffee Regional Medical Center,,Yes,"Monday, Wednesday, Thursday, Saturday 8:00 a.m. – 11:00 a.m.",(229) 352-6567,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/coffee-regional-medical-center,,No,
118,Unknown,2020-04-25T20:53:49.511Z,2021-02-06T01:27:41.873Z,d3372cda-2472-435c-8f14-f699fdd9ed59,"Beginning Wednesday, July 8, appointments will be required for testing.",5021.0,,No,GA,Unknown,DPH,State,https://covid19.gachd.org/covid-19-screening-and-testing-through-your-local-health-department/,Vax only,,No,Anyone who would like to be tested for COVID-19 can get free testing through the Coastal Health District. Even individuals who do not have symptoms can be tested. All testing through public health is free and no insurance information is required.,Glynn,State of Georgia,No,1970-01-01T00:00:00Z,Public Health Department,,,,2747 4th St,https://www.gachd.org/counties/glynn_county_health_department_1/,,Brunswick,Glynn County Health Department,,Yes,Monday: 9 a.m. – 2 p.m. Tuesday: 9 a.m. – 2 p.m. Wednesday: 9 a.m. – 2 p.m. Thursday: 10:30 a.m. – 4:30 p.m. Friday: 8:30 a.m. – 1 p.m.,(229) 352-6567,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/glynn-county-health-department-covid-vaccine,,No,
119,Unknown,2020-04-26T16:05:57.037Z,2021-01-18T03:41:24.210Z,a82af198-92b4-4ea5-b8d1-6c70e1ebe01d,"Testing Veterans who are deemed high risk and in cooperation with the guidelines set by the CDC and Pennsylvania Department of Health. Provided at no charge. Call the facility before visiting if you are experiencing covid-19 related symptoms (shortness or breath, fever, etc.)",5048.0,,,PA,Unknown,Dept of Veterans Affairs,VA,https://www.altoona.va.gov/,Yes,,,,Blair,https://www.altoona.va.gov/,No,1970-01-01T00:00:00Z,Mobile,,,,"2907 Pleasant Valley Blvd Altoona, PA 16602",https://www.health.pa.gov/Pages/default.aspx,,Altoona,James E. Van Zandt VA Medical Center,,Yes,,877-626-2500,no,no,No,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,lab,,molecular,https://www.va.gov/health-care/covid-19-vaccine/,,Available,
120,Unknown,2020-04-26T23:27:28.652Z,2021-01-29T18:44:33.760Z,d084c032-3200-411f-b4b6-26a79487b249,"Patients are advised to call the COVID-19 Nurse line first (509-773-4029). The nurse will review testing criteria and make the determination for testing or not. If testing is indicated, the nurse will schedule an appointment for drive up testing. The nurse will obtain necessary demographic information and test the patient. Drive-up testing will be scheduled between 2-4 p.m., Monday - Friday.",5072.0,,No,WA,Unknown,Klickitat Valley Health,Non Profit,http://www.kvhealth.net/index.php/kvh/pages/covid-19-response,Yes,,Yes,"A sample is collected but NOT tested at KVH. The testing itself is supported by LabCorp. Patients will typically learn test results in two to three days, although it could be as long as seven days depending on demand for testing.",Klickitat,http://www.kvhealth.net/index.php/kvh/pages/covid-19-response,Yes,1970-01-01T00:00:00Z,Clinic,,,,"310 S. Roosevelt, Goldendale, WA 98620",http://klickitatcounty.org/1187/COVID-19,,Goldendale,Klickitat Valley Health,,Yes,"2-4 p.m., Monday - Friday",(509)773-4029,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,http://www.kvhealth.net/index.php/kvh/pages/covid-19-response,,Required,
121,Unknown,2020-04-27T02:58:54.862Z,2021-01-30T01:58:35.488Z,c91b48ff-a680-4081-b587-285b1b237081,"COVID-19 testing is currently only offered to those individuals who screen positive through our Door Screening process. Individuals who are accessing walk-in care through STRIDE’s Convenient Care locations will also be screened at the door. Please note, we are experiencing larger than usual wait times to be seen.",5094.0,,,CO,Unknown,Stride Community Health Care,FQHC,https://stridechc.org/covid-19/,Yes,,No,"In order to protect the health of our employees and the other patients and visitors at STRIDE CHC locations, we screen anyone who wants to enter our doors for COVID-19 symptoms. Door Screening for COVID-19 symptoms is not intended for the general public. You must be seeking healthcare at a STRIDE facility, or be someone seeking to enter our buildings, in order to participate in our Door Screening process.",Jefferson,,No,1970-01-01T00:00:00Z,Clinic,,,,"11005 Ralston Road, Arvada, CO 80004",https://www.jeffco.us/public-health,,Arvada,STRIDE CHC- Arvada Health Center,,Yes,"M,T,W,F: 8 AM - 4:30 PM; Thu: 9 AM - 6 PM",303-360-6276,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,http://stridechc.org,,No,
